NAISTYP_SORT; NAISTYP_C; NAISTYP_LAT; NAISTYP_NWLD; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU; NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_VASP; NAISTYP_HUMF; NAISTYP_ENT; NAISTYP_EIG; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX
38.00012;38S   ;Saponario-Quercetum pubescentis;"Wenig wüchsiger Eichenwald mit Flaum- und Traubeneiche; Mehlbeere; Schneeballblättriger Ahorn; Waldföhre. 
";5;12;14;12;;"Trockene Hänge (Fels oder Hangschutt) in warmen Lagen des niederschlagarmen Walliser Trockengebietes
";"Unterschicht artenreich; grasig oder krautig.
";"Xeromull; Xeromoder; teils erodiert. ";"Rendzina; Regosol; Pararendzina; teils verbraunt. 
";"Skelettgehalt hoch bis sehr hoch; Gründigkeit tief; durchlässig; keine Vernässung. 
";9;1;1;;0;0;1;1;0;2;2;1;1;1;1;0;2;0;1;1;0;0;1;0;0;0;2;38S
39;39;Coronillo coronatae-Quercetum;"Wenig wüchsiger Eichenmischwald mit Trauben- und Flaumeiche; Mehlbeere; Elsbeere; Feldahorn; Esche; Wildbirne; Waldföhre. 
";8;16;18;16;;"Südexponierte trockene Kalkfelshänge
";"Unterschicht artenreich; grasig oder krautig.
";"Xeromull; teils mit Kalk; teils erodiert.";"Rendzina; Regosol; z.T. verbraunt
";"Flachgründig; trocken
";9;1;;;;0;1;1;0;2;2;1;1;1;1;0;2;0;0;1;0;0;2;0;0;0;1;39
39.1;39*   ;Rhamno alpinae-Quercetum;"Wenig wüchsiger Eichenmischwald mit Traubeneiche; Mehlbeere; Sommerlinde; Feldahorn; Schneeballblättrigem Ahorn; Wildbirne. 
";8;16;18;16;;"Südexponierte trockene Kalkfelshänge
";"Unterschicht artenreich; grasig oder krautig.
";"Xeromull; teils mit Kalk; teils erodiert. ";"Rendzina; Pararendzina; z.T. verbraunt
";"Skelettgehalt äusserst hoch; Gründigkeit mittel; durchlässig; nicht vernässt. 
";9;1;1;;25;0;1;1;0;2;2;1;1;2;1;0;2;0;2;1;0;0;2;0;0;0;1;39Stern
3.01;3L/4L ;Ilici-Fagetum typicum und dryopteridetosum;"Buche dominiert. In der Unterschicht Stechpalme; Eibe. In der Oberschicht beigemischt Traubeneiche; Birke; Kastanie; Linde (4L). Ahorn; Esche; Kirschbaum; Schwarzerle. Laurophylle Arten. Auch Tanne ist hier potentiell
möglich
";20;33;30;30;;"Hanglagen; oft auf Porphyr oder Moränen; meistens Schattenhänge. Bis 800 (1000) m über Meer
";"Spärliche Krautschicht; viele immergrüne Sträucher; Efeu auch in Baumschicht
";"Moder; stellenweise Mull";"Saure Braunerde; schwach podsoliert. Braunpodsol; Humuspodsol
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit tief bis äusserst tief; durchlässig; keine Vernässung

";0;0;2;;;1;0;1;2;2;2;1;0;1;2;0;0;0;2;2;0;0;2;0;0;0;0;3L4L
3.00015;3LV   ;Ilici-Fagetum typicum (verarmte Variante);"Buche; Traubeneiche und Kastanie dominieren. In der Unterschicht: Stechpalme. In der Oberschicht beigemischt: Birke; Mehlbeere; evt. Tanne.
";15;20;20;16;;"Hanglagen; meistens Schattenlagen. Bis 800 (1000) m über Meer
";"Spärliche Krautschicht; viel Stechpalme und Eibe in der Strauchschicht
";"Moder; teilweise trockene Ausprägung";"Podsolierte Braunerde; Humuspodsol; Ranker
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit mittel bis sehr tief; durchlässig; keine Vernässung
";0;0;;;;1;0;1;2;2;2;2;0;0;2;0;0;0;2;2;0;0;2;0;0;0;0;3LV
3.000001;3s    ;Luzulo niveae-Fagetum (Trockene Ausbildung);"Schlecht wüchsiger Buchenwald; oft mit offenen Stellen. Wenig Traubeneiche; Mehlbeere und Birke beigemischt. Bäume grobastig und wenig vital; trockene Aeste.
";12;15;18;15;"Meistens auch kleinere Bäume; selten mehr als 12-15m
";"Sonnige Hänge auf Silikat; steile; konvexe; felsige Lagen mit wenig tiefgründige Böden der montanen Stufe
";"Am Boden Rohrreitgras und Pfeifengras
";"Moder; Xeromoder";"Braunpodsol; Humuspodsol
";"Skelettgehalt hoch bis sehr hoch; durchlässig. Die biologische Aktivität ist durch die Bodensäure und die wiederkehrende Trockenheit gehemmt.
";0;0;2;;;1;0;2;0;1;0;1;1;1;2;0;0;0;2;2;0;0;2;0;0;0;0;3s
4;4;Luzulo niveae-Fagetum dryopteridetosum;"Oft dichte Buchenwälder; häufig gerade Stämme. Stellenweise beigemischt: Traubeneiche; Kastanie; Mehlbeere; Zitterpappel; Bergahorn; Tanne; Fichte; Lärche. Alpengoldregen; selten Birke. In der Region 5a mit Fichtenvorposten sind evt. vereinzelt Fichten vorhanden; in der Region 5b fehlt die Fichte vollständig. Die seltenen Schlusswaldstadien sind reicher an Tanne und entsprechen dem 19L (Typischer Goldregen-Tannen-Buchenwald)
";25;30;35;30;;"Hanglagen; oft Mulden; meistens Schattenhänge. Von 700 (500) bis 1400 m über Meer
";"Spärliche Krautschicht; oft mächtige Laubansammlungen; Farne.
";Mull oder Moder;"Braunerde; stellenweise podsolierte Braunerde; Humuspodsol
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit sehr tief; durchlässig; keine Vernässung
";0;0;2;;;1;0;2;1;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4
40.1;40*   ;Teucrio-Quercetum;"Wenig wüchsiger Eichenmischwald mit Traubeneiche; Mehlbeere; Waldföhre. 
";10;15;20;18;;"Südexponierte trockene Kalkfelshänge in den Föhntälern
";"Unterschicht artenreich; grasig oder krautig.
";"Xero-Moder; Xero-Mull; teils erodiert; teils mit Kalk.";"Rendzina; Regosol; z.T. verbraunt
";"Flachgründig; trocken
";9;1;1;10;;0;1;2;0;1;0;1;1;1;1;0;2;0;2;1;0;0;2;0;0;0;1;40Stern
40.00008;40P   ;Corylo-Populetum;"Mässig bis schlechtwüchsige Laubholzbestände mit deutlichem Pioniercharakter. Zitterpappel und Birke dominieren teilweise beigemischt sind  Esche; Winterlinde; Salweide; Mehlbeere etc. Üppige; artenreiche Strauchschicht mit viel Hasel.  
";15;20;30;20;"  
";"Pionierstandort. Meistens eingewachsene Magerwiesen und -weiden; oft Hanglagen oder flachgründige Kuppen. Meistens an Südhängen; in den Regionen 4 und 5 an allen Expositionen. Oft auf  basenarmen inneralpinen Silikatgesteinen. Potenzial für Fichten oder Tannen-Fichtenwälder (Regionen 2; 3; 4) sowie Buchen- und Tannen-Buchenwälder (Region 5; 3; 19a).
";"Artenreich -  wenig konstante Arten: Bodenvegetation zum Teil Adlerfarnflur; zum Teil mässig deckend; krautig grasig; zahlreiche Saum-; Wiesen- und Weidearten. Bei basenhaltigem Untergrund sind basenzeigende Arten beigemischt. 
";Moder bis Mull;"Braunerde; Regosol; Ranker; Humuspodsol
";"Skelettgehalt gering bis hoch; Gründigkeit tief bis sehr tief; durchlässig; keine Vernässung. Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert 
";0;9;2;;;1;2;2;0;1;2;1;2;0;2;0;0;0;0;2;0;0;2;0;0;0;2;40P
40.000082;40PBl ;Corylo-Populetum (Block-Ausbildung);"Mässig bis schlechtwüchsige Laubholzbestände mit deutlichem Pioniercharakter. Zitterpappel und Birke dominieren; beigemischt sind teilweise Esche; Winterlinde; Mehlbeere; Salweide etc.. Üppige; artenreiche Strauchschicht mit viel Hasel.
";15;20;30;20;;"Auf ruhendem oder bewegtem Silikatblockschutt oder Lesesteinhaufen. Meistens an Südhängen; in den Regionen 4 und 5a an allen Expositionen. Oft  auf basenarmen inneralpinen Silikatgesteinen. Potenzial für Fichtenwälder auf Blockschutt (v. a. 47H; 47*) und Ahornwälder auf bewegtem Schutt (v. a. 24); in Region 5 für Buchenwälder (3) oder dauernd 40PBl.
";"Wenig konstante Arten: Artenarme Blockschuttfelder bis krautig grasige Bodenvegetation; teils üppige Strauchschicht; zahlreiche Saum-; Wiesen und Weidearten. Bei basenhaltigem Untergrund sind basenzeigende Arten beigemischt. 
";"Mull; auch Moder und Rohhumus";"Gesteinsrohböden (Schutthalden); Regosol; teilweise verbraunt; Braunerde; teils podsoliert. 
";"Skelettgehalt sehr hoch bis äusserst hoch; Gründigkeit tief; lokal sehr flachgründig. Durchlässig; keine Vernässung.
Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert 
";0;9;2;;;1;2;1;1;2;2;2;0;1;1;0;2;0;1;2;0;0;0;0;0;0;2;40PBl
40.013082;40PBlt;"Corylp-Populetum; Blockausbidlung tiefer Lagen";"Mässig bis schlechtwüchsige Laubholzbestände mit deutlichem Pioniercharakter. Zitterpappel und Birke dominieren; beigemischt sind teilweise Esche;  Winterlinde; Kastanie; Ahorne; Mehlbeere. Üppige; artenreiche Strauchschicht mit viel Hasel.
";15;20;30;20;;"Auf ruhendem oder bewegtem Silikatblockschutt oder Lesesteinhaufen. Meistens an Südhängen; in den Regionen 4 und 5a an allen Expositionen. Oft auf den basenarmen Gesteinen der Südalpen in tiefen Lagen. Potenzial für 42; 3 oder 40PBl auf ruhendem Schutt; für verschiedene 25 auf bewegtem  Schutt.
";"Wenig konstante Arten: Artenarme Blockschuttfelder bis krautig grasige Bodenvegetation; teils üppige Strauchschicht; zahlreiche Saum-; Wiesen und Weidearten. Bei basenhaltigem Untergrund sind basenzeigende Arten beigemischt. 
";Mull oder Moder;"Gesteinsrohböden (Schutthalden); Regosol; teilweise verbraunt; Braunerde; teils podsoliert. 
";"Skelettgehalt sehr hoch bis äusserst hoch; Gründigkeit tief; lokal sehr flachgründig. Durchlässig; keine Vernässung.
";0;9;;;;1;2;1;1;2;2;2;0;1;1;;2;0;1;2;0;0;0;0;0;0;2;
40.01308;40Pt  ;"Corylo-Populetum; Ausbildung tiefer Lagen";"Mässig bis schlechtwüchsige Laubholzbestände mit deutlichem Pioniercharakter. Zitterpappel und Birke dominieren; beigemischt sind teilweise Esche; Winterlinde; Kastanie; Ahorne; Hopfenbuche etc. Üppige; artenreiche Strauchschicht mit viel Hasel.
";15;20;30;20;;"Pionierstandort. Oft auf Waldbrandflächen oder einwachsenden Magerweiden und -wiesen. Oft auf den basenarmen Gesteinen der Südalpen in tiefen Lagen. Potential für Kastanienmischwälder (42Q; 42C; 42t; 34a); Buchenwälder (Region 5; 3L) und Lindenwälder  (Region 4; 25a)
";"Artenreich -  wenig konstante Arten: üppige Strauchschicht Bodenvegation mässig deckend; krautig grasig; zahlreiche Saum-; Wiesen und Weidearten. Bei basenhaltigem Untergrund sind basenzeigende Arten beigemischt. 
";Mull oder Moder;"Ranker; Regosol; Braunerde; Humuspodsol;  
";"Skelettgehalt gering bis hoch; Gründigkeit tief bis sehr tief; durchlässig; keine Vernässung. Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert 
";0;9;;;;1;2;2;0;1;2;1;2;0;2;0;0;0;0;2;0;0;0;0;0;0;2;
41;41;Lathyro-Quercetum;"Wenig wüchsiger Laubmischwald mit Traubeneiche; Mehlbeere; Elsbeere. 
";10;15;17;15;;"Warme; trockene Lagen; dünne Moränenschicht über Kalkfelsuntergrund oder durchlässiger Sandstein
";"Krautig in verschiedener Zusammensetzung. Im Westen oft mit Mäusedorn (Ruscus aculeatus).
";Xero-Moder;"Verbraunte Rendzina und Braunerde.
";"Flachgründig; trocken; obere Schichten versauert
";0;0;;;;1;2;1;0;1;0;2;2;0;2;0;2;0;2;2;0;0;2;0;0;0;2;41
41.1;41*   ;Luzulo-Quercetum;"Schlecht wüchsiger Laubmischwald mit Traubeneiche; Mehlbeere; Vogelbeere. 
";10;15;17;15;;"Südexponierte; trockene Hänge mit saurem Boden
";"Krautig. Oft dominieren Grasartige.
";Xero-Moder;"Saure Braunerde
";"Flachgründig auf kalkfreiem Muttergestein; sehr trocken
";0;0;;;;1;2;2;0;1;2;2;1;2;2;0;0;0;0;0;0;0;2;0;0;0;1;41Stern
42.012;42B   ;Allio lusitanici-Quercetum pubescentis;"Steilhangwälder mit Flaumeiche und Traubeneiche. Birke und Kastanie (häufig wenig vital) dazu Zerreiche (Region 5b); Mehlbeere; Zitterpappel; Kirschbaum; Felsenkirsche.
";5;12;16;14;;"Felsige Hänge; Anphibolite; basenreichere Silikate mit Kieselkalk- oder Marmorader; meistens Sonnenhänge. Bis 800 m über Meer.
";"Felsen im Mosaik mit grasigen Partien. Besenheide und Heidekraut wenig vorherrschend; dazu mehr Gras (Fiederzwenke; Molinia; Chrysopogon).
";Moder bis Rohhumus (trockene Ausprägung);"Ranker
";"Skelettgehalt sehr bis äusserst hoch; Gründigkeit flach bis tief; Durchlässigkeit hoch bis sehr hoch; stark austrockend jedoch nicht nährstoffarm.
";0;9;;;;1;2;0;0;0;0;1;1;1;1;0;0;0;2;2;0;2;2;0;0;0;2;42B
42.00002;42C   ;Phyteum betonicifoliae-Quercetum castanosum;"Schlechtwüchsige durch die Kastanie dominierten nährstoffarme Niederwälder; selten Selven mit wenig Traubeneiche. In Sottoceneri (5b) auch Zerreiche.
";10;16;24;22;;"Sonnige; flachgründigen Hänge mit sehr saurer; dünner Erdebedeckung. Aspekt wirkt kränklich; trocken; oft durch Waldbränder mitgeprägt.
";"Unterholz oft fehlend; wenig Pfeifengras und Adlerfarn; dagegen viel trockenes; unzersetzten Laub.
";"Moder bis Rohumus; teils erodiert";"Ranker; Kryptopodsol
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis sehr hoch; keine Vernässung; sehr sauer
";2;1;2;;;1;0;1;0;1;0;1;1;2;1;0;2;0;2;2;0;0;2;0;0;0;2;42C
42.00011;42Q   ;Phyteum betonicifoliae-Quercetum;"Häufig dominieren Eichen; vorwiegend Traubeneiche; in Sottoceneri (5b) auch Zerreiche; selten Stiel- und Flaumeiche. Kastanie; Mehlbeere 
und Birke.
";14;18;2;22;;"Trockene; flachgründige sonnige Hänge auf Silikat.
";"Traubeneichenbestände; dünn; licht und grasig; wenig bis kaum entwickelten Strauchschicht. Teilweise durch Waldbränder mitgeprägt.
";"Moder (Rohhumus); teils erodiert";"Ranker; Kryptopodsol
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis sehr hoch; keine Vernässung; sehr sauer

";0;0;;;;1;0;1;0;1;0;1;1;2;1;0;2;0;2;2;0;0;2;0;0;0;2;42Q
42.00014;42V   ;Phyteumo betonicifoliae-Quercetum vaccinetosum;"Häufig Kastanienniederwald; selten Kastanienselven oder Eichenhochwald. Traubeneiche; (Zerreichen in 5b) Kastanie; Mehlbeere und Vogelbeere; selten Buche Birke; Zitterpappel; Tanne; teilweise Fichte. 
Teilweise langsame Entwicklung in Richtung eichenreiche Hochwälder oder in Richtung Nährstoffarmer Buchenwald mit Stechpalme (3VL). Selten potentielle saure Linden- Eichenwälder (42-34L).
";12;14;26;24;;"Silikat; Hanglagen; meistens Schattenhänge. Bis 700 (900) m über Meer
";"Mit Heidelbeere; keine oder wenig vitale mittlere Arten. Im Kastanienniederwald spärliche Krautschicht
";"Moder bis Rohhumus; teils erodiert";"Ranker; Kryptopodsol; podsolierte Braunerde
";"Skelettgehalt sehr gering bis mittel; Gründigkeit fläch bis tief; Durchlässigkeit mittel bis sehr hoch; keine Vernässung; sehr sauer
";0;0;2;;;1;0;1;0;0;2;1;2;0;2;0;0;0;2;2;0;0;2;0;0;0;2;42V
42.011;42r   ;Phyteumo betonicifoliae-Quercetum festucetosum variae.;"Langsam wüchsige formenreiche Steilhangwälder in denen Traubeneiche; Flaumeiche; Birke und Kastanie dominieren; dazu Stieleiche (selten); Zerreiche (Region 5b); Waldföhre; Mehlbeere; Zitterpappel; Kirschbaum; Felsenkirsche; stellenweise auch einzeln Hopfenbuche; Robinie. Teilweise langsame Entwicklung in Richtung Eichenwälder (42Q). In der montanen Stufe Mehlbeerwälder
";5;12;16;14;;"Felsige Hänge; Ortogneise und sonstige sehr harte; basenarme Silikate; meistens Sonnenhänge. Bis 900 (1300) m über Meer.
";"Vegetationsfreie Felsen wechseln mit Besenheide und Kräutern
";Moder bis Rohhumus (trockene Ausprägung);"Ranker
";"Skelettgehalt sehr bis äusserst hoch; Gründigkeit flach bis tief; Durchlässigkeit hoch bis sehr hoch; sehr nährstoffarm
";0;0;2;;;1;0;0;0;2;0;1;1;1;1;0;2;0;2;2;0;2;2;0;0;0;2;42r
42.013;42t   ;"Phyteumo betonicifoliae-Quercetum polygonatetosum multiflorii; Cruciato glabrae-Quercetum p.p.";"Kastanienniederwälder; seltener Kastanienselven; dazu wenig Traubeneiche; Buche und Linde; einzelne Flaumeiche; Zerreiche; Birke; Mehlbeere; Zitterpappel; Fichte. Pionierbaumarten. Meistens langsame bis schnelle Entwicklung in Richtung sauer Linden-Eichenmischwälder (25AL) oder in Richtung Buchenwälder mit Stechpalme (3L); in Schattenlagen möglicherweise mit Tanne und Eibe; Bildung von Laurophyllenunterholz (Stechpalme)
";15;24;26;24;;"Silikat. Hanglagen; alle Expositionen. Oft durch Feuer beeinflusst. Bis 800 (1000) m über Meer
";"In der Strauchschicht dominieren Pfeifengras und Adlerfarn; jedoch mit wenigen mittleren Arten wie Hasel; Brombeer; Hedera; ...
";"Moder; Mull; teils erodiert";"Braunerde; Kryptopodsol
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit mittel bis äusserst tief; Durchlässigkeit gering bis sehr hoch; keine Vernässung
";0;0;2;;;1;2;1;0;1;2;1;2;2;1;0;0;0;2;2;0;2;0;0;0;0;2;42t
43;43;Salicetum albae;"Offener Weidenwald mit meist dominierender Silberweide; sowie Bruch- und Mandelweide.
";15;25;27;25;;"Tiefe Lagen (unter 500 m ü. M.). Entlang der grossen Flüsse in nächster Nähe zum Flusslauf; alljährlich überschwemmt; die Bestände können bei Extrem-Hochwasser weggeschwemmt werden; und die Auenentwicklung setzt wieder von vorne ein.  Bei Flusskorrekturen nicht überdauernd.
";"Üppige Krautschicht ; die sehr unterschiedlich zusammengesetzt werden kann. Strauchschicht lückig.
";Mull;"Regosol/Rohboden
";"Boden kiesig-sandig.
";9;9;;;;2;1;0;2;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;1;43
43.1;43*   ;;"Raschwüchsige Schwarzpappelgruppen; Lavendelweide; Birken; Föhren; Winterlinde mit Efeu; Kirschbaum und Eschen wachsen im Unterholz.
";12;24;22;30;;"Hochgelegenen Schotterbänke die durch heftige Hochwasserereignisse entstanden sind werden langsam kolonisiert und weiter nur wenig gestört bleiben. Auf diesen Inseln erreichen die Schwarpappel allmählich den Grundwasserspiegel und wachsen dann sehr rasch auf. Die Insel kann sich somit weiter durch Auflandung von Feinsedimente entwickeln.
";"Unterholz strauchreich; mit einem Gemisch von alluviale Arten (Land-Reitgras); Trochenzeiger (Liguster; Berberitze; Wachholder) und klimaxwaldarten (Efeu; Brachypodium silvaticum; ...).
";Mull;"Poliphasische Auenböden nur wenig verbraunt; unten folgen sandige Auflagerungen; mit eingefügten verbraunten Horizonte die während Hochwasser und auflandungsprozesse überlagert wurden. Grundwasser tief vorhanden beeinflusst das Wachstum der höchsten Bäumen.
";"Tiefgründig; sandig; am Grunde skelettreich und meistens sehr durchlässig.
";0;2;2;;;1;2;0;0;0;1;0;0;0;0;0;2;0;2;0;0;2;1;1;0;0;1;43Stern
43.00012;43S   ;Salicetum elaeagno-daphnoidis;"Lockerer Weidenbestand (Lavendel- und Reifweide); oft nur buschförmig.
";5;12;17;15;;"Submontan-montan. Auen der Alpenflüsse; im Bereich; der knapp über dem Mittelwasserstand liegt; oft überschwemmt; bei Tiefwasser austrocknend
";"Bestände unter starke Flussdinamick sind jeweils artenarm; bereichern sich allmälich mit Pionierarten und können periodisch sehr artenreich werden. Horste von Land-Reitgras wirken aspektbestimmend.  
";Oft humusarm.;"Auen-Rohboden.
";"Sand- und Kiesböden; periodisch überschwemmt. 
";9;9;;;;2;1;0;2;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;1;43S
44;44;Carici elongatae-Alnetum glutinosae;"Schwarzerlen-Sumpfwald. Erlen mancherorts mit Stelzenwurzeln. Einzelne Eschen.
";10;20;22;20;;"Flache; staunasse Mulden.
";"Lückige Krautschicht; oft am Fuss der Stämme zusammengezogen.
";"Anmoor; oft mit Bruchwaldtorf";"Gley
";"Nass; oft überschwemmt
";9;9;;;;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;44
45;45;Pino-Betuletum;"Lockerer Sumpfwald mit Föhren und Birken mit eingestreuten Fichten. 
";18;22;22;20;;"Moorgebiete
";"Krautig und moosreich. Torfmoos charakteristisch.
";Torf;"Torfschicht den ganzen Wurzelbereich umfassend
";"Dauernd nass; nur oberflächlich zeitweise austrocknend; sauer
";0;0;;;;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;45
46;46;Vaccinio myrtillii-Abieti-Piceetum typicum;"Tanne und Fichte dominieren; dazu Vogelbeere. In unteren Lagen Buchen im Nebenbestand. Schlussgrad normal bis locker; grosse Konkurrenz zwischen den Baumkronen; Einzelbäume und Kleinkollektive
";25;35;38;25;;"Meistens Plateaulagen auf dichter Unterlage. Je weiter oben; je niederschlagsreicher; je dichter der Untergrund und je kühler; desto eher werden steilere Hanglagen besiedelt.
";"Heidelbeere; Moosschicht oft vollständig deckend; stellenweise mit Farnfluren
";"Rohhumus und Moder; teils feuchte Ausprägungen.";"Nassgebleichte Nassböden; beeinflusst durch Stauwasser; vernässte Braunerde.
";"Skelettgehalt mittel bis hoch; Gründigkeit sehr tief; Durchlässigkeit hoch bis gering; Vernässung mittel; Stagnogley; Pseudogley bis schwach pseudovergleyt.
";0;0;9;60;;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;46
46.1;46*   ;Vaccinio myrtillii-Abieti-Piceetum sphagnetosum;"Tanne und Fichte dominieren; dazu Vogelbeere. Schlussgrad locker; Einzelbäume und Kleinkollektive; auch Rottenansätze
";20;30;30;20;;"Auf sehr dichter Unterlage; flach; stellenweise leicht geneigt. Je weiter oben; je niederschlagsreicher; je dichter der Untergrund und je kühler; desto eher werden auch mässig geneigte Hanglagen besiedelt.
";"Sehr moosreich; mit Torfmoos; Heidelbeere
";"Rohhumus; Torf; stellenweise Rohhumus; feuchte Ausprägung";"Nassgebleichte Nassböden; beeinflusst durch Stauwasser; vernässte Braunerde.
";"Skelettgehalt sehr gering bis hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis gering; Stagnogley; Pseudogley bis schwach pseudovergleyt. 
";0;0;9;60;;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;46Stern
46.1000003;46*Re ;;"Fichte dominiert; dazu Vogelbeere. Schlussgrad locker; Einzelbäume und Kleinkollektive; auch Rottenansätze

";0;0;30;20;;;"Strauch-; Kraut- und Moosschicht sowie Boden siehe bei 46*
";;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
46.00007;46M   ;Vaccinio myrtillii-Abieti-Piceetum melampyretosum;"Fichte und seltener auch Tannen dominieren; dazu Vogelbeere. Schlussgrad normal bis locker; auf gründigen Standorten grosse Konkurrenz zwischen den Baumkronen. Einzelbäume und Kleinkollektive. Auf felsigen; flachgründigen Standorten sind die Bestände stufig (auch Rottenansätze) und oft schlechtwüchsig
";20;35;38;25;;"Vor allem auf kalkfreiem; tonarmem; durchlässigem Substrat. Meist flache Lagen ohne Oberflächenerosion (Kuppen); in kühler Lage zum Teil auch auf Felsen
";"Heidelbeere; Moosschicht vollständig deckend. Auf ehemaligen Kahlflächen und in überaus dichtstehenden Beständen kann die Heidelbeere sehr stark
zurücktreten. Eine Standortsansprache kann nur mit Hilfe einer Beurteilung des Bodens erfolgen.
";Rohhumus und Moder;"Podsol; stellenweise bei Beweidung Braunpodsol; podsolierte Braunerde; vernässter Podsol
";"Skelettgehalt mittel bis hoch; Gründigkeit sehr tief; Durchlässigkeit hoch bis mittel; keine Vernässung bis pseudovergleyt.
";0;0;9;105;;1;0;2;0;1;1;2;2;2;1;0;0;0;2;0;2;2;2;0;0;0;0;46M
46.0000703;46MRe ;;"Fichte dominiert; dazu Vogelbeere. Schlussgrad normal bis locker; auf gründigen Standorten grosse Konkurrenz zwischen den Baumkronen. Einzelbäume und Kleinkollektive. Auf felsigen; flachgründigen Standorten sind die Bestände stufig (auch Rottenansätze)
";0;0;38;25;;;"Strauch-; Kraut- und Moosschicht sowie Boden siehe bei 46M
";;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
46.0000003;46Re  ;;"Fichte dominiert; dazu Vogelbeere. Schlussgrad normal bis locker; grosse Konkurrenz zwischen den Baumkronen; Einzelbäume und Kleinkollektive
";0;0;0;0;;;"Strauch-; Kraut- und Moosschicht sowie Boden siehe bei 46
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.013;46t   ;Bazzanio-Abietetum;"Fichten-Tannenwald mit Buche; Eiche und Vogelbeere im Nebenbestand. 
";28;35;36;30;;"Flache und leicht geneigte Lagen auf saurer Unterlage
";"Heidelbeere und Moose dominieren; Farne stetig.
";"Rohhumus oder Moder; teilweise feuchte Ausprägungen";"Nassböden beeinflusst durch Stauwasser; vernässte/podsolierte Braunerde oder Parabraunerde
";"Skelettgehalt sehr gering bis mittel; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering; Stagnogley; Pseudogley bis schwach pseudovergleyt.
";0;0;1;85;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;46t
47;47;Calamagrostio-villosae-Abieti-Piceetum typicum;"Tanne und Fichte dominieren; dazu Lärche; Birke und Vogelbeere. In der Region 5a mit Fichtenvorposten sind keine oder nur
einzelne Fichten vorhanden; dafür können einzelne Buchen beigemischt sein.
In der Region 5b ist der Typische Wollreitgras-Tannen-Fichtenwald mit Buche teilweise die Schlusswaldgesellschaft vom Schneesimsen-Buchenwald (3; 4); die Fichte fehlt hier. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive
";25;35;38;25;;"Saure Unterlage; je flacher desto mächtiger ist die organische Auflage. Hanglagen.
";"Grasig; oft artenarm. Wollreitgras; etwas Heidelbeere.
";"Moder; stellenweise Rohhumus; teils erodiert.";"Braunerde; Braunpodsol; Humuspodsol; stellenweise podsolierte Braunerde
";"Skelettgehalt mittel bis hoch; Gründigkeit mittel bis tief; Durchlässigkeit hoch; keine Vernässung.
";0;0;2;;;1;0;1;2;2;2;1;1;2;1;0;0;0;2;1;1;2;1;0;0;0;0;47
