NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
60,0000101;60ALÜ;60A;U;"Wegen Beeinflussung durch Schneebewegungen/Lawinen dominiert die Lärche, Vogelbeere und Grünerle sind beigemischt, die immergrüne Fichte kommt nur spärlich vor.
";En raison de l’influence des mouvements de la neige et des avalanches, le mélèze domine, en mélange avec le sorbier des oiseleurs et l’aulne vert. L’épicéa au feuillage persistant n’est présent que de manière clairsemée. ;25;35;40;20;;"Saure Unterlage, meistens Schattenhänge
";Substrat acide, en général versants ombragés. ;"Sehr üppig Farnflur mit Alpenwaldfarn, wenig Hochstauden, an erhöhten Stellen
versauerte Kleinstandorte
";Champ de fougères luxuriant avec athyrium alpestre, peu de hautes herbes, petites stations acidifiées sur les bosses. ;;;;;0;0;9;100;;1;2;1;1;0;2;1;2;0;2;2;0;0;1;1;1;1;1;0;0;0;0;60ALae;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
60,0000102;60ATa;60A;U;"Fichte dominiert, mindestens einzelne Tannen können die Oberschicht erreichen. Dazu Vogelbeere, Grünerlen, Der Schlussgrad ist locker bis räumig.
Rottenstruktur
";L’épicéa domine et au moins quelques sapins atteignent la strate supérieure, accompagnés du sorbier des oiseleurs et de l’aulne vert. Degré de fermeture entrouvert à espacé. Structure par troches. ;25;35;40;20;;"Saure Unterlage, meistens Schattenhänge
";Substrat acide, en général versants ombragés. ;"Sehr üppig Farnflur mit Alpenwaldfarn, wenig Hochstauden, an erhöhten Stellen
versauerte Kleinstandorte
";Champ de fougères luxuriant avec athyrium alpestre, peu de hautes herbes, petites stations acidifiées sur les bosses. ;;;;;0;0;9;100;;1;2;1;1;0;2;1;2;0;2;2;0;0;1;1;1;1;1;0;0;0;0;60ATa;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
60,00004;60E;;H;"Fichte dominiert, dazu Vogelbeere, Grünerlen. Der Schlussgrad ist aufgelöst. Ausgeprägte Rottenstruktur
";L’épicéa domine, accompagné du sorbier des oiseleurs et de l’aune vert. Degré de fermeture clairiéré. Structure caractéristique par troches. ;15;25;28;15;;"Verdichtete Unterlage, häufig quellige Aufstösse im Bereich von Hangrutschungen oder vernässte Stellen entlang von kleinen Gewässern, meistens Mulden. Flache Lagen bis mässig geneigte Hänge.
";Substrat compacté, nombreuses petites sources dans les zones de glissement ou endroits mouillés le long de petits cours d’eau, le plus souvent dépressions. Plats jusqu’à pentes modérées. ;"Üppige Hochstaudenflur mit Schachtelhalmen, Sumpfdotterblume, stellenweise im Bereich basischer Quellaufstösse Rostsegge.
";Mégaphorbiée luxuriante avec prêles, populage et laiche ferrugineuse par endroits à proximité des sources basiques. ;In Mulden vernässter Mull, stellenweise Anmoor, auf Kuppen Moder oder Rohhumus;"Nassböden beeinflusst durch Hang- oder Grundwasser, stellenweise nassgebleichte Nassböden beeinflusst durch Stauwasser, vernässter Regosol
";"Skelett sehr gering bis hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit mittel bis sehr gering. Sumpfig bis grundnass, Pseudogley bis pseudovergleyt. 
";Pierrosité très faible à élevée, sol moyen à très profond, perméabilité moyenne à très faible. Tourbeux à influencé par la nappe phréatique, pseudogley à pseudogleyifié. ;0;9;1;50;;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;1;1;2;60E;;;;;;;;;;1;;0;;0;;0;0;0;0
60,1;60*;;H;"Fichte dominiert normalerweise, dazu Vogelbeere, Mehlbeere, stellenweise Alpenerle, Bergahorn, in den Zwischenalpen Lärche. Schlussgrad locker bis räumig, oft mit waldfreien Runsen, Rottenstruktur
";L’épicéa domine généralement, accompagné du sorbier des oiseleurs, de l’alisier blanc, par endroits, de l’aune vert et de l’érable sycomore et, dans les Alpes intermédiaires, du mélèze. Degré de fermeture entrouvert à espacé, souvent avec des couloirs non boisés. Structure par troches. ;20;30;33;20;;"Subalpin Hauptwaldstandort, hochmontan stark wechselnde Feuchtigkeit. Basische Unterlage, oft auf Tonschiefer, Steilhänge, eher in Schattenlage
";Station forestière principale de l’étage subalpin, humidité fortement variable de l’étage haut-montagnard. Substrat basique, souvent sur schistes argileux, pentes raides et plutôt ombragées. ;"Grasig. Viel Buntreitgras, Kahler Alpendost, Dreiblattbaldrian, auf erhöhten Stellen Säurezeiger
";"Herbeux. Calamagrostide bigarrée, adénostyle glabre et valériane triséquée abondantes ; espèces indicatrices d’acidité sur les bosses. ";Mull, Moder stellenweise erodiert, Kalkmull, Kalkmoder;"Regosol, Pararendzina, Rendzina, alle auch vernässt möglich, stellenweise Gesteinsrohboden
";"Skelettgehalt gering bis äusserst hoch, Gründigkeit mittel bis äusserst tief, Durchlässigkeit hoch bis gering, schwach pseudovergleyt bis keine Vernässung
";Pierrosité faible à extrêmement élevée, sol moyennement profond à extrêmement profond, perméabilité élevée à faible, peu pseudogelyifié à non hydromorphe.  ;9;1;1;;50;0;1;1;2;2;2;1;1;0;2;0;2;0;1;1;1;1;1;0;0;0;1;60Stern;;;;;;;;;;2;HoehStuf SA;0;;2;HoehStuf HM;0;0;2;0
60,1000001;60*LÜ;60*;U;"Wegen Beeinflussung durch Schneebewegungen/Lawinen dominiert die Lärche, Vogelbeere ist beigemischt, die immergrüne Fichte kommt nur spärlich vor.
";En raison de l’influence des mouvements de la neige et des avalanches, le mélèze domine, en mélange avec le sorbier des oiseleurs. L’épicéa au feuillage persistant n’est présent que de manière clairsemée. ;20;30;33;20;;"Subalpin Hauptwaldstandort, hochmontan stark wechselnde Feuchtigkeit. Basische Unterlage, oft auf Tonschiefer, Steilhänge, eher in Schattenlage
";Station forestière principale de l’étage subalpin, humidité fortement variable de l’étage haut-montagnard. Substrat basique, souvent sur schistes argileux, pentes raides, plutôt ombragées. ;"Grasig. Viel Buntreitgras, Kahler Alpendost, Dreiblattbaldrian, auf erhöhten Stellen Säurezeiger
";"Herbeux. Calamagrostide bigarrée, adénostyle glabre et valériane triséquée abondantes ; espèces indicatrices d’acidité sur les bosses. ";;;;;9;1;1;;50;0;1;1;2;2;2;1;1;0;2;0;2;0;1;1;1;1;1;0;0;0;1;60SternLa;;Y;Y;Y;Y;;Y;Y;Y;2;HoehStuf SA;0;;2;HoehStuf HM;0;0;2;0
60,1000002;60*Ta;60*;U;"Fichte dominiert normalerweise, mindestens einzelne Tannen können die Oberschicht erreichen. Dazu Vogelbeere, Mehlbeere, stellenweise Alpenerle, Bergahorn, in den Zwischenalpen Lärche. Schlussgrad locker bis räumig, oft mit waldfreien Runsen, Rottenstruktur
";L’épicéa domine généralement et au moins quelques sapins peuvent atteindre la strate supérieure. Ils sont accompagnés du sorbier des oiseleurs, de l’alisier blanc, par endroits, de l’aune vert et de l’érable sycomore et, dans les Alpes intermédiaires, du mélèze. Degré de fermeture entrouvert à espacé, souvent avec des couloirs non boisés. Structure par troches. ;20;30;33;20;;"Subalpin Hauptwaldstandort, hochmontan stark wechselnde Feuchtigkeit. Basische Unterlage, oft auf Tonschiefer, Steilhänge, eher in Schattenlage
";Station forestière principale de l’étage subalpin, humidité fortement variable de l’étage haut-montagnard. Substrat basique, souvent sur schistes argileux, pentes raides, plutôt ombragées. ;"Grasig. Viel Buntreitgras, Kahler Alpendost, Dreiblattbaldrian, auf erhöhten Stellen Säurezeiger
";"Herbeux. Calamagrostide bigarrée, adénostyle glabre et valériane triséquée abondantes ; espèces indicatrices d’acidité sur les bosses. ";;;;;9;1;1;;50;0;1;1;2;2;2;1;1;0;2;0;2;0;1;1;1;1;1;0;0;0;1;60SternTa;;Y;Y;Y;Y;;Y;Y;Y;2;HoehStuf SA;0;;2;HoehStuf HM;0;0;2;0
61;61;;H;"Sehr offener Pionier-Föhrenwald, eingestreut sind Mehlbeere, Eibe und Traubeneiche
";Pineraie pionnière très ouverte, parsemée d’alisiers blancs, d’ifs et de chênes sessiles. ;8;15;17;14;;"Stark wechselnde Feuchtigkeit. Steile Rutschhänge, meist Mergel. Viele offene Erosionsflächen, stark wechseltrocken.
";Humidité fortement variable. Versants raides instables, le plus souvent marneux. Nombreuses surfaces érodées et ouvertes, sécheresse périodique prononcée. ;"Gras- und seggenreich. Vegetationslose Erosionsflächen.
";Riche en graminées et en laiches. Surfaces érodées sans végétation. ;Kalkmull (trockene Ausprägung), teils erodiert;"Rendzina, Pararendzina, teilweise vernässt.
";"Skelettgehalt hoch bis äusserst hoch, Gründigkeit flach bis tief,  Durchlässigkeit mittel bis gering, grundnass bis keine Vernässung.
";Pierrosité élevée à extrêmement élevée, sol superficiel à profond, perméabilité moyenne à faible, influencé par la nappe phréatique à non hydromorphe. ;9;1;1;;0;0;1;2;0;2;0;1;2;0;2;0;1;2;1;1;0;1;1;0;0;0;1;61;;;;;;;;;;0;;0;;1;;0;0;2;0
62;62;;H;"Föhrenwald mit Mehlbeere und wärmeliebenden Baumarten, selten Buche und Bergahorn (krüppelig)
";Pineraie avec alisier blanc, autres essences thermophiles, rarement hêtre et érable sycomore (rabougris). ;10;18;20;18;;"Stark wechselnde Feuchtigkeit. Steile Hänge, meist Mergel, wechseltrocken.
";Humidité fortement variable. Pentes raides, en général marneuses, sécheresse périodique. ;"Gras- und seggenreich. Oft strauchreich.
";Riche en graminées et en laiches. Souvent riche en buissons. ;Mull und Moder (trockene Ausprägung), stellenweise Kalkmull, teils erodiert;"Rendzina, Pararendzina, teils vernässt
";"Skelettgehalt mittel bis hoch, Gründigkeit tief bis sehr tief, Durchlässigkeit hoch bis gering, schwach grundnass bis keine Vernässung.
";Pierrosité moyenne à élevée, sol profond à très profond, perméabilité élevée à faible, peu pseudogelyifié à non hydromorphe. ;9;1;1;;0;0;1;2;0;2;0;1;2;0;2;0;0;0;2;1;0;1;1;0;0;0;1;62;;;;;;;;;;0;;0;;1;;0;0;2;0
65;65;;H;"Föhrenwald mit Mehlbeere, Vogelbeere, selten Eiche (Jura), viele Sträucher (z. B. Felsenmispel, Amelanchier ovalis)
";Pineraie avec alisier blanc, sorbier des oiseleurs, rarement chêne (Jura), nombreux buissons (p.ex. amélanchier à feuilles ovales, Amelanchier ovalis). ;10;18;20;15;;"Trockene Hänge und Kreten mit Kalk- oder Dolomitunterlage
";Versants secs et crêtes à substrat calcaire ou dolomitique.  ;"Krautig oder gras-/seggenreich. Oft strauchreich.
";Herbeux ou riche en graminées/laiches. Souvent riche en buissons. ;Kalkmull (trockene Ausprägung), teils erodiert, stellenweise Moder, Kalkmoder (trockene Ausprägung);"Rendzina, Pararendzina, Gesteinsrohboden, Regosol, Braunerde
";"Skelettgehalt gering bis äusserst hoch, Gründigkeit mittel bis sehr tief, durchlässig, keine Vernässung
";Pierrosité faible à extrêmement forte, sol moyennement profond à très profond, perméable, non hydromorphe. ;9;1;1;;45;0;1;1;0;1;2;1;2;2;1;0;1;2;2;1;2;2;1;0;0;0;2;65;;;;;;;;;;1;;0;;0;;0;0;2;0
65,1;65*;;H;"Lichter Föhrenwald, manchmal mit eingestreuten Fichten und Lärchen, im Wallis auch Flaumeichen, Birke, Esche, Kirschbaum.
";Pineraie claire, quelquefois parsemée d’épicéas et de mélèzes, en Valais aussi chêne pubescent, bouleau, frêne et merisier. ;7;15;17;14;;"Kontinentales Klima. Sehr trockene Hänge auf Kalk und Dolomit.
";Climat continental. Versants très secs sur calcaire et dolomie. ;"Flecken mit Gräsern, Seggen und/oder Kräutern zwischen solchen mit Streuauflage oder nackter Mineralerde.
";Taches de graminées, laiches et/ou herbes entrecoupées de litière épaisse ou de matières minérales. ;Kalkmoder und Kalkmull (trockene Ausprägungen), z. T. erodiert.;"Rendzina, Pararendzina, Regosol
";"Skelettgehalt gering bis äusserst hoch, Gründigkeit mittel bis sehr tief, durchlässig, keine Vernässung
";Pierrosité faible à extrêmement élevée, sol moyennement profond à très profond, perméable, non hydromorphe. ;9;1;1;;32;0;1;1;0;2;2;1;1;0;2;0;2;0;1;1;2;2;1;0;0;0;2;65Stern;;;;;;;;;;1;;0;;0;;0;0;2;0
66;66;;H;"Föhrenwald, beigemischt sind einzelne schlechtwüchsige Fichten, Eschen, Mehlbeeren, Kirschbäume, Traubeneichen, Winterlinden. In den kontinentalen Alpentälern Dauergesellschaft, nördlich der Alpen wahrscheinlich Entwicklungsstadium zum trockenen Eschen-Auenwald mit Weisssegge.
";Pineraie, en mélange avec quelques épicéas, frênes, alisiers blancs, merisiers, chênes sessiles et tilleuls à petites feuilles rabougris. Dans les vallées alpines continentales, station stable, au nord des Alpes, probablement stade intermédiaire vers une frênaie alluviale à laiche blanche.  ;10;18;20;15;;"Auenwald. Trockenste Stellen der Aue, meist leicht erhöht und/oder mit sehr durchlässigem Untergrund, das Grundwasser erreicht nur die tieferen Bodenschichten.
";"Forêt alluviale. Endroits très secs de la zone alluviale, en général légèrement surélevés et/ou avec un sous-sol très perméable ; la nappe n’atteint que les couches inférieures du sol. ";"Sträucher oft dicht, oder fast fehlend (höhere Lagen).
";Buissons souvent denses, ou presque sans arbustes (altitude élevée). ;Moder, Kalkmoder, Kalkmull, teilweise trockene Auspräungen;"Auenböden, Regosol, Rendzina, Pararendzina, Gesteinsrohboden
";"Boden sandig-lehmig,Skelettgehalt hoch bis äusserst hoch, Gründigkeit tief bis sehr tief, Durchlässigkeit hoch bis äusserst hoch, keine Vernässung
";Sol sablo-limoneux, pierrosité élevée à extrêmement élevée, sol profond à très profond, perméabilité élevée à extrêmement élevée, non hydromorphe. ;9;9;1;;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;2;66;;;;;;;;;;0;;0;;0;;1;0;0;0
66,0001;66PM;;;;Rare type de forêt alluviale. La forme couchée du pin de montagne domine. ;5;12;15;7;;"Auenwald. Durch die Auendynamik noch beeinflusste subalpine Schwemmebenen. Meistens dominieren Kalkfelsen im Einzugsgebiet.
";Forêt alluviale. Plaines alluviales de l’étage subalpin encore influencées par la dynamique alluviale. En général, les roches calcaires dominent dans le bassin versant. ;"Stufige Bestände mit Rottenbildung.Die Bergföhre prägt mit anderen Auenelementen (Weiden,) die Landschaft. Am Boden artenreiches Gemisch von kleinflächigen, pionierartigen Davallseggenrieder mit Zwergsträucher.
";Peuplements étagés en troches. Le pin de montagne façonne le paysage avec d’autres éléments de structure riveraine (saules). Au sol, mélange riche en espèces de petites laîches de Davall à caractère pionnier avec buissons nains. ;Moder, in Mulden amoorartig.;"Typischen Auenböden mit eingefügten verbraunten Schichten mit organische Substanz. 
";"Kiesig-Lehmig, mit kalkreichere Sedimente. Teilweise durch dem Grundwasserspiegel bis an der Oberfläche beeinflusst.
";Sol gravelo-limoneux, avec des sédiments riches en calcaire. Par endroits, influence de la surface de la nappe phréatique jusqu’à la surface.  ;1;1;9;;;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;1;2;1;66PM;;;;;;;;;;0;;0;;0;;1;0;0;0
67;67;;H;"Schlecht wüchsiger Bergföhrenwald. Aufrechte Bergföhren und teilweise auch  Legföhren
";Pineraie de montagne peu fertile. Pins à crochets et, parfois, pins couchés. ;4;15;18;10;;"Trocken-warme, südexponierte Hänge auf Kalk und Dolomit
";Versants secs et chauds exposés au sud sur calcaire et dolomie. ;"Zwergstrauchreich. Flecken mit dicker Streuauflage neben solchen mit Schuttboden.
";Riche en buissons nains. Taches avec épaisse couche de litière alternant avec des éboulis. ;Kalkmoder (trockene Ausprägung), Tangelhumus, z. T. erodiert.;"Rendzina, Pararendzina, Regosol, Gesteinsrohboden.
";"Skelettgehalt hoch bis äusserst hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit mittel bis hoch, keine Vernässung
";Pierrosité élevée à extrêmement élevée, sol moyennement profond à très profond, perméabilité moyenne à élevée, non hydromorphe.  ;9;1;1;;20;0;1;1;0;1;2;1;1;2;1;2;2;0;1;1;2;2;1;0;0;0;2;67;;;;;;;;;;1;;0;;0;;0;0;2;0
67,1;67*;;H;"Engadinerföhren dominieren, dazu etwas Bergföhre sowie schlechtwüchsige Fichten und Lärchen
";Les pins sylvestres d’Engadine dominent, accompagnés de quelques pins de montagne ainsi que d’épicéas et de mélèze mal conformés.  ;12;18;20;15;;"Warme Steilhänge auf Kalk der Dolomit, fast ohne organische Auflage, mit viel rieselnder Feinerde. 
";Versants raides et chauds sur calcaire et dolomie, presque dépourvus de couverture organique, de grandes quantités de terre fine se détachent. ;"Teilweise dominiert Carex humilis, die Vegetation ist artenreich, aber wenig üppig. 
";Carex humilis domine parfois, la végétation est riche en espèces, mais peu luxuriante. ;Xeromoder, Kalkmoder, oft erodiert;"Gesteinsrohboden bis Regosol/Rendzina. 
";"Skelettgehalt sehr hoch bis äusserst hoch. Durchlässigkeit hoch. 
";Pierrosité très élevée à extrêmement élevée. Perméabilité élevée. ;1;1;1;0;;0;1;2;0;2;2;1;2;0;2;0;1;2;2;1;1;0;1;0;0;0;2;67Stern;;;;;;;;;;1;;0;;0;;0;0;2;0
68;68;;;;Le pin sylvestre domine, accompagné de quelques chênes sessiles, épicéas, sorbiers des oiseleurs, pins de montagne, mélèzes et sapins. ;10;18;20;15;;"Steile Hänge und felsige Kuppen auf Silikatgestein, trocken.
";Pentes raides et surélévations rocheuses sur roche siliceuse, station sèche. ;"Zwergstrauchreich.
";Riche en buissons nains. ;Moder, Rohhumus (trockene Ausprägung);"Ranker, Gesteinsrohboden, stellenweise Podsol
";"Flachgründig, übermässig durchlässig
";Sol superficiel, extrêmement perméable. ;0;0;;;;1;0;1;0;1;0;1;1;0;1;0;2;0;2;1;2;2;2;0;0;0;2;68;;;;;;;;;;1;;0;;0;;0;0;2;0
68,1;68*;;;;"Le pin sylvestre domine, accompagné de feuillus tels que l’alisier blanc, le sorbier des oiseleurs et le bouleau ; par endroits, quelques épicéas, mélèzes, pins de montagne et aroles. ";10;15;17;14;;"Trockene Hänge auf Silikatgestein.
";Versants secs sur roche siliceuse. ;"Spärliche Krautschicht mit Zwergsträuchern, Flecken mit dicker Streuauflage
";Strate herbacée clairsemée avec buissons nains, taches de litière épaisse. ;Moder, Rohhumus (trockene Ausprägung);"Ranker, Gesteinsrohboden, Regosol, Braunerde, Podsol. 
";"Skelettgehalt sehr hoch bis äusserst hoch, Gründikgeit flach bis tief, Durchlässigkeit mittel bis sehr hoch, keine Vernässung
";Pierrosité très élevée à extrêmement élevée, sol superficiel à profond, perméabilité moyenne à très élevée, non hydromorphe. ;0;0;2;;;1;2;2;0;1;2;2;2;0;2;0;0;0;2;2;2;0;0;0;0;0;2;68Stern;;;;;;;;;;1;;0;;0;;0;0;2;0
69;69;;H;"Schlecht wüchsiger Bergföhrenwald
";Pineraie de montagne peu fertile. ;4;15;18;10;;"Eher schattige Nord- bis Osthänge (Kontinentale Hochalpen) oder Südhänge (Nordalpen, Jura) auf Kalk und Dolomit.
";Versants nord à est plutôt ombragés (Hautes Alpes continentales) ou versants sud (Alpes du Nord, Jura) sur calcaire ou dolomie. ;"Zwergstrauchreich (behaarte Alpenrose dominiert, die rostblättrige Alpenrose ist beigemischt). Dazwischen Stellen mit mächtiger organischen Auflage, Säure- und Kalkzeiger nebeneinander.
";Riche en buissons nains (le rhododendron cilié domine, rhododendron ferrugineux y est mêlé. Entre-deux, zones avec épaisse couche de matières organiques, espèces indicatrices d’acidité avoisinant des espèces indicatrices de calcaire. ;Kalkmoder, Tangelhumus, z. T. erodiert.;"Rendzina, Pararendzina, Regosol, Gesteinsrohboden.
";"Skelettgehalt hoch bis äusserst hoch, Gründigkeit mittel bis serh tief , starke Humusauflage, durchlässig, keine Vernässung
";Pierrosité élevée à extrêmement élevée, sol moyen à très profond, perméable, épaisse couche d’humus, perméable, non hydromorphe. ;9;1;1;;9;0;1;1;2;1;0;1;1;2;1;2;1;2;1;1;1;2;1;0;0;0;1;69;;;;;;;;;;1;;0;;0;;0;0;2;0
70;70;;;;Pineraie de montagne peu fertile. ;4;15;18;10;;"Flache bis steile Lagen über sauren Gesteinen, vorwiegend regenreiche Gebiete
";Endroits plats à raides sur roches acides, surtout en régions à fortes précipitations. ;"Üusserst zwergstrauchreich (insbesondere rostblättrige Alpenrose). Fast lückenloser Moosteppich.
";Très riche en buissons nains (surtout rhododendron). Tapis de mousses presque ininterrompu. ;Rohhumus;"Ranker, Gesteinsrohboden, Podsol.
";"Skelettgehalt hoch, flachgründig, starke Humusauflage. 
";Pierrosité élevée, sol superficiel, épaisse couche d’humus. ;0;0;;;;1;0;1;0;1;2;1;1;2;1;0;2;0;2;1;1;2;1;0;0;0;1;70;;;;;;;;;;1;;0;;0;;0;0;2;0
71;71;;;;Pineraie de montagne peu fertile dans le haut-marais. ;4;15;18;10;;"Hochmoor oder hochmoorartiger Standort, die Pflanzen wachsen auf reinem organischem Material und leben nur vom Niederschlagswasser.
";Haut-marais ou station à tourbière. Les plantes poussent sur un matériau purement organique et ne sont alimentées en eau que par les précipitations.  ;"Neben dem Torfmoos dominieren Zwergsträucher.
";Outre les sphaignes, les buissons nains dominent. ;Torf;"Organischer Boden
";"Übermässige Durchlässigkeit, im Untergrund oft undurchlässig
";Perméabilité extrême, sous-sol souvent non perméable. ;0;0;;;;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;71;;;;;;;;;;1;;0;;0;;0;0;0;0
72;72;;H;"Arve dominiert, dazu Vogelbeere, Bergföhre, stellenweise einzelne Fichten oder Tannen. Lärchen fehlen in der Regel vollständig. Der Schlussgrad ist räumig bis aufgelöst. Langkronige Einzelbäume, selten Rotten mit wenig Bäumen
";L’arole domine, accompagné du sorbier des oiseleurs, du pin de montagne et, par endroits, de quelques épicéas ou sapins. Le mélèze est en général pratiquement absent. Degré de fermeture espacé à clairiéré. Arbres à longs houppiers, isolés et, rarement, en troches de quelques arbres. ;10;20;22;14;;"Obersubalpin Hauptwaldstandort, subalpin Sonderwaldstandort. Auf grossen Blöcken oder Karren. Felsige Steilhänge mit geringer Schneeablagerung, bevorzugt in Schattenlagen
";Station forestière principale de l’étage subalpin supérieur, station forestière particulière de l’étage subalpin. Sur gros blocs ou lapiés. Pentes rocheuses abruptes avec faible couche neigeuse, surtout à l’ombre. ;"Üppige Zwergstrauchschicht, darunter dichter Moosteppich
";Strate buissonnante naine vigoureuse sur un dense tapis de mousses. ;Tangelhumus, Rohhumus, Moder, stellenweise feuchte Ausprägungen;"Podsol, Regosol, stellenweise Rendzina, vernässter Regosol, vernässter Podsol, organische Böden, Gesteinsrohboden (in Klüften podsoliert)
";"Skelettgehalt hoch bis äusserst hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit mittel bis sehr hoch, sehr schwach pseudovergleyt, schwach grundnass oder keine Vernässung.
";Pierrosité élevée à extrêmement élevée, sol moyen à très profond, perméabilité moyenne à très élevée, très peu pseudogleyifié, peu influencé par la nappe phréatique ou non hydromorphe.   ;0;9;1;80;;1;2;1;0;2;2;2;1;1;2;1;0;0;0;2;2;0;0;0;0;0;0;72;;;;;;;;;;2;HoehStuf OSA;2;HoehStuf SA;0;;0;0;2;0
72,0000001;72LÜ;72;U;"Wegen Beeinflussung durch Schneebewegungen/Lawinen dominiert die Lärche, Vogelbeere ist beigemischt, die immergrüne Arve kommt nur spärlich vor.
";En raison de l’influence des mouvements de la neige et des avalanches, le mélèze domine, en mélange avec le sorbier des oiseleurs. L’arole au feuillage persistant n’est présent que de manière clairsemée. ;10;20;22;14;;"Obersubalpin Hauptwaldstandort, subalpin Sonderwaldstandort. Auf grossen Blöcken oder Karren. Felsige Steilhänge mit geringer Schneeablagerung, bevorzugt in Schattenlagen
";Station forestière principale de l’étage subalpin supérieur, station forestière particulière de l’étage subalpin. Sur gros blocs ou lapiés. Pentes rocheuses abruptes avec faible couche neigeuse, surtout à l’ombre. ;"Üppige Zwergstrauchschicht, darunter dichter Moosteppich
";Strate buissonnante naine vigoureuse sur un dense tapis de mousses. ;;;;;0;9;1;80;;1;2;1;0;2;2;2;1;1;2;1;0;0;0;2;2;0;0;0;0;0;0;72Lae;;Y;Y;Y;Y;;Y;Y;Y;2;HoehStuf OSA;2;HoehStuf SA;0;;0;0;2;0
91;91;;;;Dans la strate supérieure, le robinier domine, dans le sous-bois, différentes essences de la station potentielle sont présentes. Lianes (lierre, clématite blanche, ronces) et espèces laurophylles. Dans les forêts et les endroits de caractère zonal sans clairières marquées, la forêt de robiniers est progressivement remplacée par les essences d’ombre qui s’installent dans le sous-bois.  ;8;24;30;28;;"Pionierstandort. Auenbereiche sowie alle Hänge in sommerwarmen, klimatisch milden Gebieten die eine Pionierphase erleben. Vorzüglich lichte Stellen, Blössen, Niederwälder mit gelegentlich Mineralerde an der Oberfläche.
";Station pionnière. Zones alluviales ainsi que tous les versants des régions au climat doux et chaud en été qui connaissent une phase pionnière. De préférence, secteurs ouverts, vides, taillis avec parfois de la matière minérale en surface. ;"Lichte Bestände mit üppigen, saftigen, dunkelgrünen Unterholz mit grossen Brombeeren, Holunder und stickstoffliebenden Arten.
";Peuplements clairs avec sous-bois luxuriant vert foncé intense avec grosses ronces, sureau et espèces dépendant de conditions eutrophes. ;Mull;"Rohböden, Rendzina, Ranker bis Braunerde.
";"Oberboden durchlässig, leicht, nährstoffreich, biologisch sehr aktiv.
";Partie superficielle du sol perméable, légère, fertile, biologiquement très active.;2;2;9;;;1;2;1;1;1;1;1;2;2;1;9;1;2;1;2;0;1;1;2;0;0;2;91;;;;;;;;;;1;;0;;0;;0;0;0;0
