regions;heightLevel;forestType;slope;condition;targets;tannenareal;standortsregion;relief;targetHeight
2b,3;hochmontan Nebenareal der Tanne;27*;;;27* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;27*;;;27* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;32V;;;32C collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;53Ta;;;53 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;53*;;;53* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;53Ta;;;53 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;53Lä;;;53 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;52;;;52 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46*;;;46* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46*;;;46* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;49 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;49 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50*;;;50* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Lä;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Lä;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50*;;;50* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50*;;;50* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;32V;;;32C collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;65*;;;65* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;;;;;collin
2b,3;hochmontan Nebenareal der Tanne;23H;;;23H collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;26;;;26 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;26w;;;26w collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;32C;;;32C collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;32*;;;32* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;33V collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;24;;;24 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;40PBl;;;40PBl collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;40P;;;40P collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46M;;;46M collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46*;;;46* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46*;;;46* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;47;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;47*;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;47*;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;47*Lä;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50P;;;50P collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50*;;;50* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51C;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51C;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;52;;;52 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;52T;;;52 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;52;;;54 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50*(51);;;54A collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;56;;;45 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;66;;;66 collin;;;;collin
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;22;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;22;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;57Bl;;;48;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;22;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;47H;;;34*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;53Ta;;;62;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65;;;65;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65*;;;65;;J, M, 1;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65*;;;65*;;2, 3;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65;;;65;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65;;;65;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;normal;68;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;warm und strahlungsreich;41*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;normal;68;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;warm und strahlungsreich;41*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;normal;68;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;68;;warm und strahlungsreich;41*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;71;;;45;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;23;;;25*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;24*;;;25F;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;27h;;;27;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26h;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;normal;28;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;falls mind alle 10 Jahre überschwemmt;32C;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;27h;;;27;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26h;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26h;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;27h;;;27;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;53Ta;;;62;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;53Ta;;;62;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;53Ta;;;62;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;53Lä;;;62;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;14;;;Hang- und Muldenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;15;;;Kuppenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46*;;;46t;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;49;;;27;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19f;;;8b;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;27h;;;27;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26h;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18w;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18v;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18M;;;12a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18w;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18v;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18M;;;12a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18w;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18v;;;17;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18M;;;12a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;57Bl;;;48;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;48;;;22;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;57Bl;;;48;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;normal;28;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;falls mind alle 10 Jahre überschwemmt;32C;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65*;;;65;;J, M, 1;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;65*;;;65*;;2, 3;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26h;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;26w;;;26;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;normal;28;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32V;;falls mind alle 10 Jahre überschwemmt;32C;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;32*;;;;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;keine Angabe;;;keine Angabe;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;24;;;25;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;;;;;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;;;;;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;1h;;;1;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46*;;;46t;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;46;;;8*;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18M;;;12a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19;;;8d;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;14;;;Hang- und Muldenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;15;;;Kuppenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;14;;;Hang- und Muldenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;15;;;Kuppenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;14;;;Hang- und Muldenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18*;;;15;;;Kuppenlage;untermontan
R,J,M,1,2,3 osa bis co;obermontan;18;;;8a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;56;;;45;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;keine Angabe;;;keine Angabe;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;20E;;;8S;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;29h;;;29;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;13h;;;13a;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;13eh;;;13e;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;61;;;61;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;22A;;;22A;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;29A;;;29A;;;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19a;;normal;3;;nur in Standortsregion 2a Wallis;;untermontan
R,J,M,1,2,3 osa bis co;obermontan;19a;;tiefgründiger Boden, schattig;4;;nur in Standortsregion 2a Wallis;;untermontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8a;;;7a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8a;;;7a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;48;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;34*;;;34*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;62;;;62;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8a;;;7a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8a;;;7a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8a;;;7a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;38;;J, M;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;40*;;1, 2, 3;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;38;;M, J;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;40*;;1;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65*;;;65*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;38;;J, M;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;40*;;1, 2, 3;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;38;;J, M;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;40*;;1, 2, 3;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;normal;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;kühl;68;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;41*;;;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;normal;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;kühl;68;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;41*;;;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;normal;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;68;;kühl;68;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;41*;;;41*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;45;;;45;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;25*;;;25*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;25F;;;25F;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;27;;;27;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;28;;;28;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;normal;32C;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;falls alljährlich überschwemmt;31;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;27;;;27;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;27;;;27;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;62;;;62;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;62;;;62;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;62;;;62;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;62;;;62;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;14;;;14;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;15;;;15;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;46t;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;27;;;27;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8b;;;7b;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;27;;;27;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;12a;;;9a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;12a;;;9a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;17;;;17;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;12a;;;9a;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;48;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;22;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;48;;;22;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;28;;;28;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;normal;32C;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;falls alljährlich überschwemmt;31;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65;;;38;;M, J;;submontan
R,J,M,1,2,3 osa bis co;untermontan;65*;;;65*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8S;;;7S;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;26;;;26;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;28;;;28;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;normal;32C;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;32C;;falls alljährlich überschwemmt;31;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;;;;;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;keine Angabe;;;;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;25;;;25;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;;;;;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;;;;;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8d;;;6;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;1;;;1;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;46t;;;7*;;;;submontan
R,J,M,1,2,3 osa bis co;untermontan;8*;;;7*;;;;submontan
